Lipid Class (short),Lipid ID (ms1 only),SN1 tail length,SN2 tail length,SN1 saturation,SN2 saturation,Empirical Formula (in ionic state),m/z
AsPC,AsPC727_MH2,10,12,5,2,AsO9PNC34H55,364.6493444335
AsPC,AsPC755_MH2,12,12,5,2,AsO9PNC36H59,378.6649945035
AsPC,AsPC783_MH2,14,12,5,2,AsO9PNC38H63,392.6806445735
AsPC,AsPC811_MH2,16,12,5,2,AsO9PNC40H67,406.6962946435
AsPC,AsPC839_MH2,18,12,5,2,AsO9PNC42H71,420.7119447135
AsPC,AsPC867_MH2,20,12,5,2,AsO9PNC44H75,434.7275947835
AsPC,AsPC895_MH2,22,12,5,2,AsO9PNC46H79,448.7432448535
AsPC,AsPC923_MH2,24,12,5,2,AsO9PNC48H83,462.7588949235
AsPC,AsPC725_MH2,10,12,6,2,AsO9PNC34H53,363.6415193985
AsPC,AsPC753_MH2,12,12,6,2,AsO9PNC36H57,377.6571694685
AsPC,AsPC781_MH2,14,12,6,2,AsO9PNC38H61,391.6728195385
AsPC,AsPC809_MH2,16,12,6,2,AsO9PNC40H65,405.6884696085
AsPC,AsPC837_MH2,18,12,6,2,AsO9PNC42H69,419.7041196785
AsPC,AsPC865_MH2,20,12,6,2,AsO9PNC44H73,433.7197697485
AsPC,AsPC893_MH2,22,12,6,2,AsO9PNC46H77,447.7354198185
AsPC,AsPC921_MH2,24,12,6,2,AsO9PNC48H81,461.7510698885
AsPC,AsPC765_MH2,10,14,0,2,AsO9PNC36H69,383.7041196785
AsPC,AsPC793_MH2,12,14,0,2,AsO9PNC38H73,397.7197697485
AsPC,AsPC821_MH2,14,14,0,2,AsO9PNC40H77,411.7354198185
AsPC,AsPC849_MH2,16,14,0,2,AsO9PNC42H81,425.7510698885
AsPC,AsPC877_MH2,18,14,0,2,AsO9PNC44H85,439.7667199585
AsPC,AsPC905_MH2,20,14,0,2,AsO9PNC46H89,453.7823700285
AsPC,AsPC933_MH2,22,14,0,2,AsO9PNC48H93,467.7980200985
AsPC,AsPC961_MH2,24,14,0,2,AsO9PNC50H97,481.8136701685
AsPC,AsPC763_MH2,10,14,1,2,AsO9PNC36H67,382.6962946435
AsPC,AsPC791_MH2,12,14,1,2,AsO9PNC38H71,396.7119447135
AsPC,AsPC819_MH2,14,14,1,2,AsO9PNC40H75,410.7275947835
AsPC,AsPC847_MH2,16,14,1,2,AsO9PNC42H79,424.7432448535
AsPC,AsPC875_MH2,18,14,1,2,AsO9PNC44H83,438.7588949235
AsPC,AsPC903_MH2,20,14,1,2,AsO9PNC46H87,452.7745449935
AsPC,AsPC931_MH2,22,14,1,2,AsO9PNC48H91,466.7901950635
AsPC,AsPC959_MH2,24,14,1,2,AsO9PNC50H95,480.8058451335
AsPC,AsPC761_MH2,10,14,2,2,AsO9PNC36H65,381.6884696085
AsPC,AsPC789_MH2,12,14,2,2,AsO9PNC38H69,395.7041196785
AsPC,AsPC817_MH2,14,14,2,2,AsO9PNC40H73,409.7197697485
AsPC,AsPC845_MH2,16,14,2,2,AsO9PNC42H77,423.7354198185
AsPC,AsPC873_MH2,18,14,2,2,AsO9PNC44H81,437.7510698885
AsPC,AsPC901_MH2,20,14,2,2,AsO9PNC46H85,451.7667199585
AsPC,AsPC929_MH2,22,14,2,2,AsO9PNC48H89,465.7823700285
AsPC,AsPC957_MH2,24,14,2,2,AsO9PNC50H93,479.7980200985
AsPC,AsPC759_MH2,10,14,3,2,AsO9PNC36H63,380.6806445735
AsPC,AsPC787_MH2,12,14,3,2,AsO9PNC38H67,394.6962946435
AsPC,AsPC815_MH2,14,14,3,2,AsO9PNC40H71,408.7119447135
AsPC,AsPC843_MH2,16,14,3,2,AsO9PNC42H75,422.7275947835
AsPC,AsPC871_MH2,18,14,3,2,AsO9PNC44H79,436.7432448535
AsPC,AsPC899_MH2,20,14,3,2,AsO9PNC46H83,450.7588949235
AsPC,AsPC927_MH2,22,14,3,2,AsO9PNC48H87,464.7745449935
AsPC,AsPC955_MH2,24,14,3,2,AsO9PNC50H91,478.7901950635
AsPC,AsPC757_MH2,10,14,4,2,AsO9PNC36H61,379.6728195385
AsPC,AsPC785_MH2,12,14,4,2,AsO9PNC38H65,393.6884696085
AsPC,AsPC813_MH2,14,14,4,2,AsO9PNC40H69,407.7041196785
AsPC,AsPC841_MH2,16,14,4,2,AsO9PNC42H73,421.7197697485
AsPC,AsPC869_MH2,18,14,4,2,AsO9PNC44H77,435.7354198185
AsPC,AsPC897_MH2,20,14,4,2,AsO9PNC46H81,449.7510698885
AsPC,AsPC925_MH2,22,14,4,2,AsO9PNC48H85,463.7667199585
AsPC,AsPC953_MH2,24,14,4,2,AsO9PNC50H89,477.7823700285
AsPC,AsPC755_MH2,10,14,5,2,AsO9PNC36H59,378.6649945035
AsPC,AsPC783_MH2,12,14,5,2,AsO9PNC38H63,392.6806445735
AsPC,AsPC811_MH2,14,14,5,2,AsO9PNC40H67,406.6962946435
AsPC,AsPC839_MH2,16,14,5,2,AsO9PNC42H71,420.7119447135
AsPC,AsPC867_MH2,18,14,5,2,AsO9PNC44H75,434.7275947835
AsPC,AsPC895_MH2,20,14,5,2,AsO9PNC46H79,448.7432448535
AsPC,AsPC923_MH2,22,14,5,2,AsO9PNC48H83,462.7588949235
AsPC,AsPC951_MH2,24,14,5,2,AsO9PNC50H87,476.7745449935
AsPC,AsPC753_MH2,10,14,6,2,AsO9PNC36H57,377.6571694685
AsPC,AsPC781_MH2,12,14,6,2,AsO9PNC38H61,391.6728195385
AsPC,AsPC809_MH2,14,14,6,2,AsO9PNC40H65,405.6884696085
AsPC,AsPC837_MH2,16,14,6,2,AsO9PNC42H69,419.7041196785
AsPC,AsPC865_MH2,18,14,6,2,AsO9PNC44H73,433.7197697485
AsPC,AsPC893_MH2,20,14,6,2,AsO9PNC46H77,447.7354198185
AsPC,AsPC921_MH2,22,14,6,2,AsO9PNC48H81,461.7510698885
AsPC,AsPC949_MH2,24,14,6,2,AsO9PNC50H85,475.7667199585
AsPC,AsPC793_MH2,10,16,0,2,AsO9PNC38H73,397.7197697485
AsPC,AsPC821_MH2,12,16,0,2,AsO9PNC40H77,411.7354198185
AsPC,AsPC849_MH2,14,16,0,2,AsO9PNC42H81,425.7510698885
AsPC,AsPC877_MH2,16,16,0,2,AsO9PNC44H85,439.7667199585
AsPC,AsPC905_MH2,18,16,0,2,AsO9PNC46H89,453.7823700285
AsPC,AsPC933_MH2,20,16,0,2,AsO9PNC48H93,467.7980200985
AsPC,AsPC961_MH2,22,16,0,2,AsO9PNC50H97,481.8136701685
AsPC,AsPC989_MH2,24,16,0,2,AsO9PNC52H101,495.8293202385
AsPC,AsPC791_MH2,10,16,1,2,AsO9PNC38H71,396.7119447135
AsPC,AsPC819_MH2,12,16,1,2,AsO9PNC40H75,410.7275947835
AsPC,AsPC847_MH2,14,16,1,2,AsO9PNC42H79,424.7432448535
AsPC,AsPC875_MH2,16,16,1,2,AsO9PNC44H83,438.7588949235
AsPC,AsPC903_MH2,18,16,1,2,AsO9PNC46H87,452.7745449935
AsPC,AsPC931_MH2,20,16,1,2,AsO9PNC48H91,466.7901950635
AsPC,AsPC959_MH2,22,16,1,2,AsO9PNC50H95,480.8058451335
AsPC,AsPC987_MH2,24,16,1,2,AsO9PNC52H99,494.8214952035
AsPC,AsPC789_MH2,10,16,2,2,AsO9PNC38H69,395.7041196785
AsPC,AsPC817_MH2,12,16,2,2,AsO9PNC40H73,409.7197697485
AsPC,AsPC845_MH2,14,16,2,2,AsO9PNC42H77,423.7354198185
AsPC,AsPC873_MH2,16,16,2,2,AsO9PNC44H81,437.7510698885
AsPC,AsPC901_MH2,18,16,2,2,AsO9PNC46H85,451.7667199585
AsPC,AsPC929_MH2,20,16,2,2,AsO9PNC48H89,465.7823700285
AsPC,AsPC957_MH2,22,16,2,2,AsO9PNC50H93,479.7980200985
AsPC,AsPC985_MH2,24,16,2,2,AsO9PNC52H97,493.8136701685
AsPC,AsPC787_MH2,10,16,3,2,AsO9PNC38H67,394.6962946435
AsPC,AsPC815_MH2,12,16,3,2,AsO9PNC40H71,408.7119447135
AsPC,AsPC843_MH2,14,16,3,2,AsO9PNC42H75,422.7275947835
AsPC,AsPC871_MH2,16,16,3,2,AsO9PNC44H79,436.7432448535
AsPC,AsPC899_MH2,18,16,3,2,AsO9PNC46H83,450.7588949235
AsPC,AsPC927_MH2,20,16,3,2,AsO9PNC48H87,464.7745449935
AsPC,AsPC955_MH2,22,16,3,2,AsO9PNC50H91,478.7901950635
AsPC,AsPC983_MH2,24,16,3,2,AsO9PNC52H95,492.8058451335
AsPC,AsPC785_MH2,10,16,4,2,AsO9PNC38H65,393.6884696085
AsPC,AsPC813_MH2,12,16,4,2,AsO9PNC40H69,407.7041196785
AsPC,AsPC841_MH2,14,16,4,2,AsO9PNC42H73,421.7197697485
AsPC,AsPC869_MH2,16,16,4,2,AsO9PNC44H77,435.7354198185
AsPC,AsPC897_MH2,18,16,4,2,AsO9PNC46H81,449.7510698885
AsPC,AsPC925_MH2,20,16,4,2,AsO9PNC48H85,463.7667199585
AsPC,AsPC953_MH2,22,16,4,2,AsO9PNC50H89,477.7823700285
AsPC,AsPC981_MH2,24,16,4,2,AsO9PNC52H93,491.7980200985
AsPC,AsPC783_MH2,10,16,5,2,AsO9PNC38H63,392.6806445735
AsPC,AsPC811_MH2,12,16,5,2,AsO9PNC40H67,406.6962946435
AsPC,AsPC839_MH2,14,16,5,2,AsO9PNC42H71,420.7119447135
AsPC,AsPC867_MH2,16,16,5,2,AsO9PNC44H75,434.7275947835
AsPC,AsPC895_MH2,18,16,5,2,AsO9PNC46H79,448.7432448535
AsPC,AsPC923_MH2,20,16,5,2,AsO9PNC48H83,462.7588949235
AsPC,AsPC951_MH2,22,16,5,2,AsO9PNC50H87,476.7745449935
AsPC,AsPC979_MH2,24,16,5,2,AsO9PNC52H91,490.7901950635
AsPC,AsPC781_MH2,10,16,6,2,AsO9PNC38H61,391.6728195385
AsPC,AsPC809_MH2,12,16,6,2,AsO9PNC40H65,405.6884696085
AsPC,AsPC837_MH2,14,16,6,2,AsO9PNC42H69,419.7041196785
AsPC,AsPC865_MH2,16,16,6,2,AsO9PNC44H73,433.7197697485
AsPC,AsPC893_MH2,18,16,6,2,AsO9PNC46H77,447.7354198185
AsPC,AsPC921_MH2,20,16,6,2,AsO9PNC48H81,461.7510698885
AsPC,AsPC949_MH2,22,16,6,2,AsO9PNC50H85,475.7667199585
AsPC,AsPC977_MH2,24,16,6,2,AsO9PNC52H89,489.7823700285
AsPC,AsPC821_MH2,10,18,0,2,AsO9PNC40H77,411.7354198185
AsPC,AsPC849_MH2,12,18,0,2,AsO9PNC42H81,425.7510698885
AsPC,AsPC877_MH2,14,18,0,2,AsO9PNC44H85,439.7667199585
AsPC,AsPC905_MH2,16,18,0,2,AsO9PNC46H89,453.7823700285
AsPC,AsPC933_MH2,18,18,0,2,AsO9PNC48H93,467.7980200985
AsPC,AsPC961_MH2,20,18,0,2,AsO9PNC50H97,481.8136701685
AsPC,AsPC989_MH2,22,18,0,2,AsO9PNC52H101,495.8293202385
AsPC,AsPC1017_MH2,24,18,0,2,AsO9PNC54H105,509.8449703085
AsPC,AsPC819_MH2,10,18,1,2,AsO9PNC40H75,410.7275947835
AsPC,AsPC847_MH2,12,18,1,2,AsO9PNC42H79,424.7432448535
AsPC,AsPC875_MH2,14,18,1,2,AsO9PNC44H83,438.7588949235
AsPC,AsPC903_MH2,16,18,1,2,AsO9PNC46H87,452.7745449935
AsPC,AsPC931_MH2,18,18,1,2,AsO9PNC48H91,466.7901950635
AsPC,AsPC959_MH2,20,18,1,2,AsO9PNC50H95,480.8058451335
AsPC,AsPC987_MH2,22,18,1,2,AsO9PNC52H99,494.8214952035
AsPC,AsPC1015_MH2,24,18,1,2,AsO9PNC54H103,508.8371452735
AsPC,AsPC817_MH2,10,18,2,2,AsO9PNC40H73,409.7197697485
AsPC,AsPC845_MH2,12,18,2,2,AsO9PNC42H77,423.7354198185
AsPC,AsPC873_MH2,14,18,2,2,AsO9PNC44H81,437.7510698885
AsPC,AsPC901_MH2,16,18,2,2,AsO9PNC46H85,451.7667199585
AsPC,AsPC929_MH2,18,18,2,2,AsO9PNC48H89,465.7823700285
AsPC,AsPC957_MH2,20,18,2,2,AsO9PNC50H93,479.7980200985
AsPC,AsPC985_MH2,22,18,2,2,AsO9PNC52H97,493.8136701685
AsPC,AsPC1013_MH2,24,18,2,2,AsO9PNC54H101,507.8293202385
AsPC,AsPC815_MH2,10,18,3,2,AsO9PNC40H71,408.7119447135
AsPC,AsPC843_MH2,12,18,3,2,AsO9PNC42H75,422.7275947835
AsPC,AsPC871_MH2,14,18,3,2,AsO9PNC44H79,436.7432448535
AsPC,AsPC899_MH2,16,18,3,2,AsO9PNC46H83,450.7588949235
AsPC,AsPC927_MH2,18,18,3,2,AsO9PNC48H87,464.7745449935
AsPC,AsPC955_MH2,20,18,3,2,AsO9PNC50H91,478.7901950635
AsPC,AsPC983_MH2,22,18,3,2,AsO9PNC52H95,492.8058451335
AsPC,AsPC1011_MH2,24,18,3,2,AsO9PNC54H99,506.8214952035
AsPC,AsPC813_MH2,10,18,4,2,AsO9PNC40H69,407.7041196785
AsPC,AsPC841_MH2,12,18,4,2,AsO9PNC42H73,421.7197697485
AsPC,AsPC869_MH2,14,18,4,2,AsO9PNC44H77,435.7354198185
AsPC,AsPC897_MH2,16,18,4,2,AsO9PNC46H81,449.7510698885
AsPC,AsPC925_MH2,18,18,4,2,AsO9PNC48H85,463.7667199585
AsPC,AsPC953_MH2,20,18,4,2,AsO9PNC50H89,477.7823700285
AsPC,AsPC981_MH2,22,18,4,2,AsO9PNC52H93,491.7980200985
AsPC,AsPC1009_MH2,24,18,4,2,AsO9PNC54H97,505.8136701685
AsPC,AsPC811_MH2,10,18,5,2,AsO9PNC40H67,406.6962946435
AsPC,AsPC839_MH2,12,18,5,2,AsO9PNC42H71,420.7119447135
AsPC,AsPC867_MH2,14,18,5,2,AsO9PNC44H75,434.7275947835
AsPC,AsPC895_MH2,16,18,5,2,AsO9PNC46H79,448.7432448535
AsPC,AsPC923_MH2,18,18,5,2,AsO9PNC48H83,462.7588949235
AsPC,AsPC951_MH2,20,18,5,2,AsO9PNC50H87,476.7745449935
AsPC,AsPC979_MH2,22,18,5,2,AsO9PNC52H91,490.7901950635
AsPC,AsPC1007_MH2,24,18,5,2,AsO9PNC54H95,504.8058451335
AsPC,AsPC809_MH2,10,18,6,2,AsO9PNC40H65,405.6884696085
AsPC,AsPC837_MH2,12,18,6,2,AsO9PNC42H69,419.7041196785
AsPC,AsPC865_MH2,14,18,6,2,AsO9PNC44H73,433.7197697485
AsPC,AsPC893_MH2,16,18,6,2,AsO9PNC46H77,447.7354198185
AsPC,AsPC921_MH2,18,18,6,2,AsO9PNC48H81,461.7510698885
AsPC,AsPC949_MH2,20,18,6,2,AsO9PNC50H85,475.7667199585
AsPC,AsPC977_MH2,22,18,6,2,AsO9PNC52H89,489.7823700285
AsPC,AsPC1005_MH2,24,18,6,2,AsO9PNC54H93,503.7980200985
AsPC,AsPC849_MH2,10,20,0,2,AsO9PNC42H81,425.7510698885
AsPC,AsPC877_MH2,12,20,0,2,AsO9PNC44H85,439.7667199585
AsPC,AsPC905_MH2,14,20,0,2,AsO9PNC46H89,453.7823700285
AsPC,AsPC933_MH2,16,20,0,2,AsO9PNC48H93,467.7980200985
AsPC,AsPC961_MH2,18,20,0,2,AsO9PNC50H97,481.8136701685
AsPC,AsPC989_MH2,20,20,0,2,AsO9PNC52H101,495.8293202385
AsPC,AsPC1017_MH2,22,20,0,2,AsO9PNC54H105,509.8449703085
AsPC,AsPC1045_MH2,24,20,0,2,AsO9PNC56H109,523.8606203785
AsPC,AsPC847_MH2,10,20,1,2,AsO9PNC42H79,424.7432448535
AsPC,AsPC875_MH2,12,20,1,2,AsO9PNC44H83,438.7588949235
AsPC,AsPC903_MH2,14,20,1,2,AsO9PNC46H87,452.7745449935
AsPC,AsPC931_MH2,16,20,1,2,AsO9PNC48H91,466.7901950635
AsPC,AsPC959_MH2,18,20,1,2,AsO9PNC50H95,480.8058451335
AsPC,AsPC987_MH2,20,20,1,2,AsO9PNC52H99,494.8214952035
AsPC,AsPC1015_MH2,22,20,1,2,AsO9PNC54H103,508.8371452735
AsPC,AsPC1043_MH2,24,20,1,2,AsO9PNC56H107,522.8527953435
AsPC,AsPC845_MH2,10,20,2,2,AsO9PNC42H77,423.7354198185
AsPC,AsPC873_MH2,12,20,2,2,AsO9PNC44H81,437.7510698885
AsPC,AsPC901_MH2,14,20,2,2,AsO9PNC46H85,451.7667199585
AsPC,AsPC929_MH2,16,20,2,2,AsO9PNC48H89,465.7823700285
AsPC,AsPC957_MH2,18,20,2,2,AsO9PNC50H93,479.7980200985
AsPC,AsPC985_MH2,20,20,2,2,AsO9PNC52H97,493.8136701685
AsPC,AsPC1013_MH2,22,20,2,2,AsO9PNC54H101,507.8293202385
AsPC,AsPC1041_MH2,24,20,2,2,AsO9PNC56H105,521.8449703085
AsPC,AsPC843_MH2,10,20,3,2,AsO9PNC42H75,422.7275947835
AsPC,AsPC871_MH2,12,20,3,2,AsO9PNC44H79,436.7432448535
AsPC,AsPC899_MH2,14,20,3,2,AsO9PNC46H83,450.7588949235
AsPC,AsPC927_MH2,16,20,3,2,AsO9PNC48H87,464.7745449935
AsPC,AsPC955_MH2,18,20,3,2,AsO9PNC50H91,478.7901950635
AsPC,AsPC983_MH2,20,20,3,2,AsO9PNC52H95,492.8058451335
AsPC,AsPC1011_MH2,22,20,3,2,AsO9PNC54H99,506.8214952035
AsPC,AsPC1039_MH2,24,20,3,2,AsO9PNC56H103,520.8371452735
AsPC,AsPC841_MH2,10,20,4,2,AsO9PNC42H73,421.7197697485
AsPC,AsPC869_MH2,12,20,4,2,AsO9PNC44H77,435.7354198185
AsPC,AsPC897_MH2,14,20,4,2,AsO9PNC46H81,449.7510698885
AsPC,AsPC925_MH2,16,20,4,2,AsO9PNC48H85,463.7667199585
AsPC,AsPC953_MH2,18,20,4,2,AsO9PNC50H89,477.7823700285
AsPC,AsPC981_MH2,20,20,4,2,AsO9PNC52H93,491.7980200985
AsPC,AsPC1009_MH2,22,20,4,2,AsO9PNC54H97,505.8136701685
AsPC,AsPC1037_MH2,24,20,4,2,AsO9PNC56H101,519.8293202385
AsPC,AsPC839_MH2,10,20,5,2,AsO9PNC42H71,420.7119447135
AsPC,AsPC867_MH2,12,20,5,2,AsO9PNC44H75,434.7275947835
AsPC,AsPC895_MH2,14,20,5,2,AsO9PNC46H79,448.7432448535
AsPC,AsPC923_MH2,16,20,5,2,AsO9PNC48H83,462.7588949235
AsPC,AsPC951_MH2,18,20,5,2,AsO9PNC50H87,476.7745449935
AsPC,AsPC979_MH2,20,20,5,2,AsO9PNC52H91,490.7901950635
AsPC,AsPC1007_MH2,22,20,5,2,AsO9PNC54H95,504.8058451335
AsPC,AsPC1035_MH2,24,20,5,2,AsO9PNC56H99,518.8214952035
AsPC,AsPC837_MH2,10,20,6,2,AsO9PNC42H69,419.7041196785
AsPC,AsPC865_MH2,12,20,6,2,AsO9PNC44H73,433.7197697485
AsPC,AsPC893_MH2,14,20,6,2,AsO9PNC46H77,447.7354198185
AsPC,AsPC921_MH2,16,20,6,2,AsO9PNC48H81,461.7510698885
AsPC,AsPC949_MH2,18,20,6,2,AsO9PNC50H85,475.7667199585
AsPC,AsPC977_MH2,20,20,6,2,AsO9PNC52H89,489.7823700285
AsPC,AsPC1005_MH2,22,20,6,2,AsO9PNC54H93,503.7980200985
AsPC,AsPC1033_MH2,24,20,6,2,AsO9PNC56H97,517.8136701685
AsPC,AsPC877_MH2,10,22,0,2,AsO9PNC44H85,439.7667199585
AsPC,AsPC905_MH2,12,22,0,2,AsO9PNC46H89,453.7823700285
AsPC,AsPC933_MH2,14,22,0,2,AsO9PNC48H93,467.7980200985
AsPC,AsPC961_MH2,16,22,0,2,AsO9PNC50H97,481.8136701685
AsPC,AsPC989_MH2,18,22,0,2,AsO9PNC52H101,495.8293202385
AsPC,AsPC1017_MH2,20,22,0,2,AsO9PNC54H105,509.8449703085
AsPC,AsPC1045_MH2,22,22,0,2,AsO9PNC56H109,523.8606203785
AsPC,AsPC1073_MH2,24,22,0,2,AsO9PNC58H113,537.8762704485
AsPC,AsPC875_MH2,10,22,1,2,AsO9PNC44H83,438.7588949235
AsPC,AsPC903_MH2,12,22,1,2,AsO9PNC46H87,452.7745449935
AsPC,AsPC931_MH2,14,22,1,2,AsO9PNC48H91,466.7901950635
AsPC,AsPC959_MH2,16,22,1,2,AsO9PNC50H95,480.8058451335
AsPC,AsPC987_MH2,18,22,1,2,AsO9PNC52H99,494.8214952035
AsPC,AsPC1015_MH2,20,22,1,2,AsO9PNC54H103,508.8371452735
AsPC,AsPC1043_MH2,22,22,1,2,AsO9PNC56H107,522.8527953435
AsPC,AsPC1071_MH2,24,22,1,2,AsO9PNC58H111,536.8684454135
AsPC,AsPC873_MH2,10,22,2,2,AsO9PNC44H81,437.7510698885
AsPC,AsPC901_MH2,12,22,2,2,AsO9PNC46H85,451.7667199585
AsPC,AsPC929_MH2,14,22,2,2,AsO9PNC48H89,465.7823700285
AsPC,AsPC957_MH2,16,22,2,2,AsO9PNC50H93,479.7980200985
AsPC,AsPC985_MH2,18,22,2,2,AsO9PNC52H97,493.8136701685
AsPC,AsPC1013_MH2,20,22,2,2,AsO9PNC54H101,507.8293202385
AsPC,AsPC1041_MH2,22,22,2,2,AsO9PNC56H105,521.8449703085
AsPC,AsPC1069_MH2,24,22,2,2,AsO9PNC58H109,535.8606203785
AsPC,AsPC871_MH2,10,22,3,2,AsO9PNC44H79,436.7432448535
AsPC,AsPC899_MH2,12,22,3,2,AsO9PNC46H83,450.7588949235
AsPC,AsPC927_MH2,14,22,3,2,AsO9PNC48H87,464.7745449935
AsPC,AsPC955_MH2,16,22,3,2,AsO9PNC50H91,478.7901950635
AsPC,AsPC983_MH2,18,22,3,2,AsO9PNC52H95,492.8058451335
AsPC,AsPC1011_MH2,20,22,3,2,AsO9PNC54H99,506.8214952035
AsPC,AsPC1039_MH2,22,22,3,2,AsO9PNC56H103,520.8371452735
AsPC,AsPC1067_MH2,24,22,3,2,AsO9PNC58H107,534.8527953435
AsPC,AsPC869_MH2,10,22,4,2,AsO9PNC44H77,435.7354198185
AsPC,AsPC897_MH2,12,22,4,2,AsO9PNC46H81,449.7510698885
AsPC,AsPC925_MH2,14,22,4,2,AsO9PNC48H85,463.7667199585
AsPC,AsPC953_MH2,16,22,4,2,AsO9PNC50H89,477.7823700285
AsPC,AsPC981_MH2,18,22,4,2,AsO9PNC52H93,491.7980200985
AsPC,AsPC1009_MH2,20,22,4,2,AsO9PNC54H97,505.8136701685
AsPC,AsPC1037_MH2,22,22,4,2,AsO9PNC56H101,519.8293202385
AsPC,AsPC1065_MH2,24,22,4,2,AsO9PNC58H105,533.8449703085
AsPC,AsPC867_MH2,10,22,5,2,AsO9PNC44H75,434.7275947835
AsPC,AsPC895_MH2,12,22,5,2,AsO9PNC46H79,448.7432448535
AsPC,AsPC923_MH2,14,22,5,2,AsO9PNC48H83,462.7588949235
AsPC,AsPC951_MH2,16,22,5,2,AsO9PNC50H87,476.7745449935
AsPC,AsPC979_MH2,18,22,5,2,AsO9PNC52H91,490.7901950635
AsPC,AsPC1007_MH2,20,22,5,2,AsO9PNC54H95,504.8058451335
AsPC,AsPC1035_MH2,22,22,5,2,AsO9PNC56H99,518.8214952035
AsPC,AsPC1063_MH2,24,22,5,2,AsO9PNC58H103,532.8371452735
AsPC,AsPC865_MH2,10,22,6,2,AsO9PNC44H73,433.7197697485
AsPC,AsPC893_MH2,12,22,6,2,AsO9PNC46H77,447.7354198185
AsPC,AsPC921_MH2,14,22,6,2,AsO9PNC48H81,461.7510698885
AsPC,AsPC949_MH2,16,22,6,2,AsO9PNC50H85,475.7667199585
AsPC,AsPC977_MH2,18,22,6,2,AsO9PNC52H89,489.7823700285
AsPC,AsPC1005_MH2,20,22,6,2,AsO9PNC54H93,503.7980200985
AsPC,AsPC1033_MH2,22,22,6,2,AsO9PNC56H97,517.8136701685
AsPC,AsPC1061_MH2,24,22,6,2,AsO9PNC58H101,531.8293202385
AsPC,AsPC905_MH2,10,24,0,2,AsO9PNC46H89,453.7823700285
AsPC,AsPC933_MH2,12,24,0,2,AsO9PNC48H93,467.7980200985
AsPC,AsPC961_MH2,14,24,0,2,AsO9PNC50H97,481.8136701685
AsPC,AsPC989_MH2,16,24,0,2,AsO9PNC52H101,495.8293202385
AsPC,AsPC1017_MH2,18,24,0,2,AsO9PNC54H105,509.8449703085
AsPC,AsPC1045_MH2,20,24,0,2,AsO9PNC56H109,523.8606203785
AsPC,AsPC1073_MH2,22,24,0,2,AsO9PNC58H113,537.8762704485
AsPC,AsPC1101_MH2,24,24,0,2,AsO9PNC60H117,551.8919205185
AsPC,AsPC903_MH2,10,24,1,2,AsO9PNC46H87,452.7745449935
AsPC,AsPC931_MH2,12,24,1,2,AsO9PNC48H91,466.7901950635
AsPC,AsPC959_MH2,14,24,1,2,AsO9PNC50H95,480.8058451335
AsPC,AsPC987_MH2,16,24,1,2,AsO9PNC52H99,494.8214952035
AsPC,AsPC1015_MH2,18,24,1,2,AsO9PNC54H103,508.8371452735
AsPC,AsPC1043_MH2,20,24,1,2,AsO9PNC56H107,522.8527953435
AsPC,AsPC1071_MH2,22,24,1,2,AsO9PNC58H111,536.8684454135
AsPC,AsPC1099_MH2,24,24,1,2,AsO9PNC60H115,550.8840954835
AsPC,AsPC901_MH2,10,24,2,2,AsO9PNC46H85,451.7667199585
AsPC,AsPC929_MH2,12,24,2,2,AsO9PNC48H89,465.7823700285
AsPC,AsPC957_MH2,14,24,2,2,AsO9PNC50H93,479.7980200985
AsPC,AsPC985_MH2,16,24,2,2,AsO9PNC52H97,493.8136701685
AsPC,AsPC1013_MH2,18,24,2,2,AsO9PNC54H101,507.8293202385
AsPC,AsPC1041_MH2,20,24,2,2,AsO9PNC56H105,521.8449703085
AsPC,AsPC1069_MH2,22,24,2,2,AsO9PNC58H109,535.8606203785
AsPC,AsPC1097_MH2,24,24,2,2,AsO9PNC60H113,549.8762704485
AsPC,AsPC899_MH2,10,24,3,2,AsO9PNC46H83,450.7588949235
AsPC,AsPC927_MH2,12,24,3,2,AsO9PNC48H87,464.7745449935
AsPC,AsPC955_MH2,14,24,3,2,AsO9PNC50H91,478.7901950635
AsPC,AsPC983_MH2,16,24,3,2,AsO9PNC52H95,492.8058451335
AsPC,AsPC1011_MH2,18,24,3,2,AsO9PNC54H99,506.8214952035
AsPC,AsPC1039_MH2,20,24,3,2,AsO9PNC56H103,520.8371452735
AsPC,AsPC1067_MH2,22,24,3,2,AsO9PNC58H107,534.8527953435
AsPC,AsPC1095_MH2,24,24,3,2,AsO9PNC60H111,548.8684454135
AsPC,AsPC897_MH2,10,24,4,2,AsO9PNC46H81,449.7510698885
AsPC,AsPC925_MH2,12,24,4,2,AsO9PNC48H85,463.7667199585
AsPC,AsPC953_MH2,14,24,4,2,AsO9PNC50H89,477.7823700285
AsPC,AsPC981_MH2,16,24,4,2,AsO9PNC52H93,491.7980200985
AsPC,AsPC1009_MH2,18,24,4,2,AsO9PNC54H97,505.8136701685
AsPC,AsPC1037_MH2,20,24,4,2,AsO9PNC56H101,519.8293202385
AsPC,AsPC1065_MH2,22,24,4,2,AsO9PNC58H105,533.8449703085
AsPC,AsPC1093_MH2,24,24,4,2,AsO9PNC60H109,547.8606203785
AsPC,AsPC895_MH2,10,24,5,2,AsO9PNC46H79,448.7432448535
AsPC,AsPC923_MH2,12,24,5,2,AsO9PNC48H83,462.7588949235
